Individual 	Attrition	Age	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EmployeeCount	EmployeeNumber	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StandardHours	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
Ind721	Yes	30	1	138	2	22	3	1	1	1004	1	2	48	3	1	2	3	2	2132	11539	4	1	11	3	2	80	0	7	2	3	5	2	0	1
Ind722	No	50	1	939	2	24	3	1	1	1005	4	1	95	3	4	4	3	2	13973	4161	3	1	18	3	4	80	1	22	2	3	12	11	1	5
Ind723	No	38	2	1391	2	10	1	2	1	1006	3	1	66	3	1	2	3	2	2684	12127	0	2	17	3	2	80	1	3	0	2	2	1	0	2
Ind724	No	46	1	566	2	7	2	2	1	1007	4	1	75	3	3	4	3	3	10845	24208	6	2	13	3	2	80	1	13	3	3	8	7	0	7
Ind725	No	24	1	1206	2	17	1	2	1	1009	4	2	41	2	2	4	3	3	4377	24117	1	2	15	3	2	80	2	5	6	3	4	2	3	2
Ind726	Yes	35	1	622	2	14	4	6	1	1010	3	1	39	2	1	3	2	3	3743	10074	1	1	24	4	4	80	1	5	2	1	4	2	0	2
Ind727	No	31	2	853	2	1	1	1	1	1011	3	2	96	3	2	4	1	2	4148	11275	1	2	12	3	3	80	1	4	1	3	4	3	0	3
Ind728	No	18	3	287	2	5	2	1	1	1012	2	1	73	3	1	2	4	1	1051	13493	1	2	15	3	4	80	0	0	2	3	0	0	0	0
Ind729	No	54	1	1441	2	17	3	4	1	1013	3	2	56	3	3	4	3	2	10739	13943	8	2	11	3	3	80	1	22	2	3	10	7	0	8
Ind730	No	35	1	583	2	25	4	2	1	1014	3	2	57	3	3	5	3	3	10388	6975	1	1	11	3	3	80	1	16	3	2	16	10	10	1
Ind731	No	30	1	153	2	8	2	1	1	1015	2	2	73	4	3	8	1	2	11416	17802	0	1	12	3	3	80	3	9	4	2	8	7	1	7
Ind732	Yes	20	1	1097	2	11	3	2	1	1016	4	2	98	2	1	2	1	1	2600	18275	1	1	15	3	1	80	0	1	2	3	1	0	0	0
Ind733	Yes	30	2	109	2	5	3	2	1	1017	2	2	60	3	1	3	2	1	2422	25725	0	2	17	3	1	80	0	4	3	3	3	2	1	2
Ind734	No	26	1	1066	2	2	2	2	1	1018	4	1	32	4	2	4	4	2	5472	3334	1	2	12	3	2	80	0	8	2	3	8	7	1	3
Ind735	No	22	1	217	2	8	1	1	1	1019	2	1	94	1	1	3	1	2	2451	6881	1	2	15	3	1	80	1	4	3	2	4	3	1	1
Ind736	No	48	1	277	2	6	3	1	1	1022	1	1	97	2	2	5	3	1	4240	13119	2	2	13	3	4	80	0	19	0	3	2	2	2	2
Ind737	No	48	1	1355	2	4	4	1	1	1024	3	1	78	2	3	5	3	1	10999	22245	7	2	14	3	2	80	0	27	3	3	15	11	4	8
Ind738	No	41	1	549	2	7	2	2	1	1025	4	2	42	3	2	4	3	1	5003	23371	6	2	14	3	2	80	0	8	6	3	2	2	2	1
Ind739	No	39	1	466	2	1	1	1	1	1026	4	2	65	2	4	4	4	2	12742	7060	1	2	16	3	3	80	1	21	3	3	21	6	11	8
Ind740	No	27	1	1055	2	2	4	1	1	1027	1	2	47	3	2	4	4	2	4227	4658	0	2	18	3	2	80	1	4	2	3	3	2	2	2
Ind741	No	35	1	802	2	10	3	6	1	1028	2	1	45	3	1	3	4	3	3917	9541	1	2	20	4	1	80	1	3	4	2	3	2	1	2
Ind742	No	42	1	265	1	5	2	3	1	1029	4	1	90	3	5	6	3	2	18303	7770	6	2	13	3	2	80	0	21	3	4	1	0	0	0
Ind743	No	50	1	804	2	9	3	1	1	1030	1	1	64	3	1	3	4	2	2380	20165	4	2	18	3	2	80	0	8	5	3	1	0	0	0
Ind744	No	59	1	715	2	2	3	1	1	1032	3	2	69	2	4	4	4	1	13726	21829	3	1	13	3	1	80	0	30	4	3	5	3	4	3
Ind745	Yes	37	1	1141	2	11	2	2	1	1033	1	2	61	1	2	5	2	2	4777	14382	5	2	15	3	1	80	0	15	2	1	1	0	0	0
Ind746	No	55	2	135	2	18	4	2	1	1034	3	1	62	3	2	5	2	2	6385	12992	3	1	14	3	4	80	2	17	3	3	8	7	6	7
Ind747	No	41	3	247	2	7	1	1	1	1035	2	2	55	1	5	8	3	3	19973	20284	1	2	22	4	2	80	2	21	3	3	21	16	5	10
Ind748	No	38	1	1035	1	3	4	1	1	1036	2	1	42	3	2	1	4	1	6861	4981	8	1	12	3	3	80	0	19	1	3	1	0	0	0
Ind749	Yes	26	3	265	1	29	2	2	1	1037	2	1	79	1	2	1	1	1	4969	21813	8	2	18	3	4	80	0	7	6	3	2	2	2	2
Ind750	Yes	52	1	266	1	2	1	3	1	1038	1	2	57	1	5	6	4	2	19845	25846	1	2	15	3	4	80	1	33	3	3	32	14	6	9
Ind751	No	44	1	1448	1	28	3	2	1	1039	4	2	53	4	4	1	4	2	13320	11737	3	1	18	3	3	80	1	23	2	3	12	11	11	11
Ind752	No	50	3	145	1	1	3	1	1	1040	4	2	95	3	2	1	3	2	6347	24920	0	2	12	3	1	80	1	19	3	3	18	7	0	13
Ind753	Yes	36	1	885	2	16	4	1	1	1042	3	2	43	4	1	3	1	1	2743	8269	1	2	16	3	3	80	0	18	1	3	17	13	15	14
Ind754	No	39	2	945	2	22	3	2	1	1043	4	2	82	3	3	4	1	1	10880	5083	1	1	13	3	3	80	0	21	2	3	21	6	2	8
Ind755	No	33	3	1038	1	8	1	1	1	1044	2	2	88	2	1	7	4	1	2342	21437	0	2	19	3	4	80	0	3	2	2	2	2	2	2
Ind756	No	45	1	1234	1	11	2	1	1	1045	4	2	90	3	4	6	4	2	17650	5404	3	2	13	3	2	80	1	26	4	4	9	3	1	1
Ind757	No	32	3	1109	2	29	4	2	1	1046	4	2	69	3	1	3	3	1	4025	11135	9	2	12	3	2	80	0	10	2	3	8	7	7	7
Ind758	No	34	1	216	1	1	4	3	1	1047	2	1	75	4	2	1	4	3	9725	12278	0	2	11	3	4	80	1	16	2	2	15	1	0	9
Ind759	No	59	1	1089	1	1	2	4	1	1048	2	1	66	3	3	6	4	2	11904	11038	3	1	14	3	3	80	1	14	1	1	6	4	0	4
Ind760	No	45	1	788	3	24	4	2	1	1049	2	1	36	3	1	9	2	1	2177	8318	1	2	16	3	1	80	0	6	3	3	6	3	0	4
Ind761	No	53	2	124	1	2	3	3	1	1050	3	2	38	2	3	1	2	2	7525	23537	2	2	12	3	1	80	1	30	2	3	15	7	6	12
Ind762	Yes	36	1	660	2	15	3	6	1	1052	1	1	81	3	2	3	3	3	4834	7858	7	2	14	3	2	80	1	9	3	2	1	0	0	0
Ind763	Yes	26	2	342	2	2	3	1	1	1053	1	1	57	3	1	2	1	2	2042	15346	6	1	14	3	2	80	1	6	2	3	3	2	1	2
Ind764	No	34	1	1333	1	10	4	1	1	1055	3	2	87	3	1	7	3	2	2220	18410	1	1	19	3	4	80	1	1	2	3	1	1	0	0
Ind765	No	28	1	1144	1	10	1	2	1	1056	4	1	74	3	1	7	2	2	1052	23384	1	2	22	4	2	80	0	1	5	3	1	0	0	0
Ind766	No	38	2	1186	2	3	4	6	1	1060	3	1	44	3	1	2	3	2	2821	2997	3	2	16	3	1	80	1	8	2	3	2	2	2	2
Ind767	No	50	1	1464	2	2	4	2	1	1061	2	1	62	3	5	8	3	2	19237	12853	2	1	11	3	4	80	1	29	2	2	8	1	7	7
Ind768	No	37	1	124	2	3	3	6	1	1062	4	2	35	3	2	5	2	1	4107	13848	3	2	15	3	1	80	0	8	3	2	4	3	0	1
Ind769	No	40	1	300	1	26	3	3	1	1066	3	1	74	3	2	1	1	2	8396	22217	1	2	14	3	2	80	1	8	3	2	7	7	7	5
Ind770	No	26	2	921	2	1	1	2	1	1068	1	2	66	2	1	2	3	3	2007	25265	1	2	13	3	3	80	2	5	5	3	5	3	1	3
Ind771	No	46	1	430	2	1	4	2	1	1069	4	1	40	3	5	8	4	3	19627	21445	9	2	17	3	4	80	2	23	0	3	2	2	2	2
Ind772	No	54	1	1082	1	2	4	1	1	1070	3	2	41	2	3	1	3	2	10686	8392	6	2	11	3	2	80	1	13	4	3	9	4	7	0
Ind773	No	56	2	1240	2	9	3	2	1	1071	1	2	63	3	1	2	3	2	2942	12154	2	2	19	3	2	80	1	18	4	3	5	4	0	3
Ind774	No	36	1	796	2	12	5	2	1	1073	4	2	51	2	3	4	4	1	8858	15669	0	2	11	3	2	80	0	15	2	2	14	8	7	8
Ind775	No	55	3	444	2	2	1	2	1	1074	3	1	40	2	4	6	1	1	16756	17323	7	2	15	3	2	80	0	31	3	4	9	7	6	2
Ind776	No	43	1	415	1	25	3	2	1	1076	3	1	79	2	3	1	4	3	10798	5268	5	2	13	3	3	80	1	18	5	3	1	0	0	0
Ind777	Yes	20	2	769	1	9	3	3	1	1077	4	2	54	3	1	7	4	1	2323	17205	1	1	14	3	2	80	0	2	3	3	2	2	0	2
Ind778	Yes	21	1	1334	2	10	3	1	1	1079	3	2	36	2	1	3	1	1	1416	17258	1	2	13	3	1	80	0	1	6	2	1	0	1	0
Ind779	No	46	1	1003	2	8	4	1	1	1080	4	2	74	2	2	2	1	3	4615	21029	8	1	23	4	1	80	3	19	2	3	16	13	1	7
Ind780	Yes	51	1	1323	2	4	4	1	1	1081	1	1	34	3	1	2	3	2	2461	10332	9	1	12	3	3	80	3	18	2	4	10	0	2	7
Ind781	Yes	28	3	1366	2	24	2	4	1	1082	2	1	72	2	3	5	1	1	8722	12355	1	2	12	3	1	80	0	10	2	2	10	7	1	9
Ind782	No	26	1	192	2	1	2	2	1	1083	1	1	59	2	1	3	1	2	3955	11141	1	2	16	3	1	80	2	6	2	3	5	3	1	3
Ind783	No	30	1	1176	2	20	3	6	1	1084	3	1	85	3	2	4	1	2	9957	9096	0	2	15	3	3	80	1	7	1	2	6	2	0	2
Ind784	No	41	1	509	2	7	2	4	1	1085	2	2	43	4	1	2	3	2	3376	18863	1	2	13	3	3	80	0	10	3	3	10	6	0	8
Ind785	No	38	1	330	2	17	1	1	1	1088	3	2	65	2	3	5	3	2	8823	24608	0	2	18	3	1	80	1	20	4	2	19	9	1	9
Ind786	No	40	1	1492	2	20	4	4	1	1092	1	1	61	3	3	5	4	2	10322	26542	4	2	20	4	4	80	1	14	6	3	11	10	11	1
Ind787	No	27	3	1277	2	8	5	1	1	1094	1	1	87	1	1	3	3	2	4621	5869	1	2	19	3	4	80	3	3	4	3	3	2	1	2
Ind788	No	55	2	1091	2	2	1	1	1	1096	4	1	65	3	3	4	2	2	10976	15813	3	2	18	3	2	80	1	23	4	3	3	2	1	2
Ind789	No	28	1	857	2	10	3	6	1	1097	3	2	59	3	2	2	3	1	3660	7909	3	2	13	3	4	80	0	10	4	4	8	7	1	7
Ind790	Yes	44	1	1376	3	1	2	2	1	1098	2	1	91	2	3	9	1	2	10482	2326	9	2	14	3	4	80	1	24	1	3	20	6	3	6
Ind791	No	33	1	654	2	5	3	1	1	1099	4	1	34	2	3	5	4	3	7119	21214	4	2	15	3	3	80	1	9	2	3	3	2	1	2
Ind792	Yes	35	1	1204	1	4	3	4	1	1100	4	1	86	3	3	1	1	1	9582	10333	0	1	22	4	1	80	0	9	2	3	8	7	4	7
Ind793	Yes	33	2	827	2	29	4	2	1	1101	1	2	54	2	2	2	3	1	4508	3129	1	2	22	4	2	80	0	14	4	3	13	7	3	8
Ind794	No	28	1	895	2	15	2	1	1	1102	1	1	50	3	1	3	3	3	2207	22482	1	2	16	3	4	80	1	4	5	2	4	2	2	2
Ind795	No	34	2	618	2	3	1	1	1	1103	1	1	45	3	2	5	4	1	7756	22266	0	2	17	3	3	80	0	7	1	2	6	2	0	4
Ind796	No	37	1	309	1	10	4	1	1	1105	4	2	88	2	2	1	4	3	6694	24223	2	1	14	3	3	80	3	8	5	3	1	0	0	0
Ind797	Yes	25	1	1219	2	4	1	4	1	1106	4	1	32	3	1	3	4	2	3691	4605	1	1	15	3	2	80	1	7	3	4	7	7	5	6
Ind798	Yes	26	1	1330	2	21	3	2	1	1107	1	1	37	3	1	3	3	3	2377	19373	1	2	20	4	3	80	1	1	0	2	1	1	0	0
Ind799	Yes	33	1	1017	2	25	3	2	1	1108	1	1	55	2	1	2	2	1	2313	2993	4	1	20	4	2	80	0	5	0	3	2	2	2	2
Ind800	No	42	1	469	2	2	2	2	1	1109	4	1	35	3	4	6	1	2	17665	14399	0	2	17	3	4	80	1	23	3	3	22	6	13	7
Ind801	Yes	28	2	1009	2	1	3	2	1	1111	1	1	45	2	1	3	2	3	2596	7160	1	2	15	3	1	80	2	1	2	3	1	0	0	0
Ind802	Yes	50	2	959	1	1	4	6	1	1113	4	1	81	3	2	1	3	1	4728	17251	3	1	14	3	4	80	0	5	4	3	0	0	0	0
Ind803	No	33	2	970	1	7	3	1	1	1114	4	2	30	3	2	1	2	2	4302	13401	0	2	17	3	3	80	1	4	3	3	3	2	0	2
Ind804	No	34	3	697	2	3	4	1	1	1115	3	1	40	2	1	2	4	2	2979	22478	3	2	17	3	4	80	3	6	2	3	0	0	0	0
Ind805	No	48	3	1262	2	1	4	2	1	1116	1	1	35	4	4	6	4	1	16885	16154	2	2	22	4	3	80	0	27	3	2	5	4	2	1
Ind806	No	45	3	1050	1	9	4	1	1	1117	2	2	65	2	2	1	3	2	5593	17970	1	2	13	3	4	80	1	15	2	3	15	10	4	12
Ind807	No	52	1	994	2	7	4	1	1	1118	2	1	87	3	3	5	2	1	10445	15322	7	2	19	3	4	80	0	18	4	3	8	6	4	0
Ind808	No	38	1	770	1	10	4	3	1	1119	3	1	73	2	3	1	3	3	8740	5569	0	1	14	3	2	80	2	9	2	3	8	7	2	7
Ind809	No	29	1	1107	2	28	4	1	1	1120	3	2	93	3	1	2	4	3	2514	26968	4	2	22	4	1	80	1	11	1	3	7	5	1	7
Ind810	No	28	1	950	2	3	3	2	1	1121	4	2	93	3	3	4	2	3	7655	8039	0	2	17	3	2	80	3	10	3	2	9	7	1	7
Ind811	No	46	1	406	1	3	1	3	1	1124	1	1	52	3	4	6	3	2	17465	15596	3	2	12	3	4	80	1	23	3	3	12	9	4	9
Ind812	No	38	1	130	1	2	2	3	1	1125	4	1	32	3	3	1	2	1	7351	20619	7	2	16	3	3	80	0	10	2	3	1	0	0	0
Ind813	No	43	2	1082	2	27	3	1	1	1126	3	2	83	3	3	4	1	2	10820	11535	8	2	11	3	3	80	1	18	1	3	8	7	0	1
Ind814	Yes	39	2	203	2	2	3	1	1	1127	1	1	84	3	4	5	4	3	12169	13547	7	2	11	3	4	80	3	21	4	3	18	7	11	5
Ind815	No	40	1	1308	2	14	3	2	1	1128	3	1	44	2	5	8	3	1	19626	17544	1	2	14	3	1	80	0	21	2	4	20	7	4	9
Ind816	No	21	1	984	2	1	1	4	1	1131	4	2	70	2	1	2	2	1	2070	25326	1	1	11	3	3	80	0	2	6	4	2	2	2	2
Ind817	No	39	3	439	2	9	3	1	1	1132	3	1	70	3	2	3	2	1	6782	8770	9	2	15	3	3	80	0	9	2	2	5	4	0	3
Ind818	No	36	3	217	2	18	4	1	1	1133	1	1	78	3	2	4	4	1	7779	23238	2	2	20	4	1	80	0	18	0	3	11	9	0	9
Ind819	No	31	2	793	1	20	3	1	1	1135	3	1	67	4	1	7	4	2	2791	21981	0	2	12	3	1	80	1	3	4	3	2	2	2	2
Ind820	No	28	1	1451	2	2	1	1	1	1136	1	1	67	2	1	2	2	2	3201	19911	0	2	17	3	1	80	0	6	2	1	5	3	0	4
Ind821	No	35	2	1182	1	11	2	3	1	1137	4	1	54	3	2	1	4	3	4968	18500	1	2	11	3	4	80	1	5	3	3	5	2	0	2
Ind822	No	49	1	174	1	8	4	4	1	1138	4	1	56	2	4	1	2	2	13120	11879	6	2	17	3	2	80	1	22	3	3	9	8	2	3
Ind823	No	34	2	1003	2	2	2	1	1	1140	4	1	95	3	2	4	3	1	4033	15834	2	2	11	3	4	80	0	5	3	2	3	2	0	2
Ind824	No	29	2	490	2	10	3	1	1	1143	4	2	61	3	1	2	2	3	3291	17940	0	2	14	3	4	80	2	8	2	2	7	5	1	1
Ind825	No	42	1	188	2	29	3	2	1	1148	2	1	56	1	2	3	4	1	4272	9558	4	2	19	3	1	80	0	16	3	3	1	0	0	0
Ind826	No	29	1	718	2	8	1	2	1	1150	2	1	79	2	2	4	4	2	5056	17689	1	1	15	3	3	80	1	10	2	2	10	7	1	2
Ind827	No	38	1	433	3	1	3	5	1	1152	3	1	37	4	1	9	3	2	2844	6004	1	2	13	3	4	80	1	7	2	4	7	6	5	0
Ind828	No	28	2	773	2	6	3	1	1	1154	3	1	39	2	1	2	3	3	2703	22088	1	1	14	3	4	80	1	3	2	3	3	1	0	2
Ind829	Yes	18	3	247	2	8	1	2	1	1156	3	1	80	3	1	3	3	1	1904	13556	1	2	12	3	4	80	0	0	0	3	0	0	0	0
Ind830	Yes	33	1	603	1	9	4	3	1	1157	1	2	77	3	2	1	1	1	8224	18385	0	1	17	3	1	80	0	6	3	3	5	2	0	3
Ind831	No	41	1	167	2	12	4	1	1	1158	2	1	46	3	1	3	4	2	4766	9051	3	1	11	3	1	80	1	6	4	3	1	0	0	0
Ind832	Yes	31	2	874	2	15	3	2	1	1160	3	1	72	3	1	3	3	2	2610	6233	1	2	12	3	3	80	1	2	5	2	2	2	2	2
Ind833	No	37	1	367	2	25	2	2	1	1161	3	2	52	2	2	5	4	3	5731	17171	7	2	13	3	3	80	2	9	2	3	6	2	1	3
Ind834	No	27	1	199	2	6	3	1	1	1162	4	1	55	2	1	2	3	2	2539	7950	1	2	13	3	3	80	1	4	0	3	4	2	2	2
Ind835	No	34	1	1400	1	9	1	1	1	1163	2	2	70	3	2	1	3	2	5714	5829	1	2	20	4	1	80	0	6	3	2	6	5	1	3
Ind836	No	35	1	528	3	8	4	4	1	1164	3	1	100	3	1	9	3	1	4323	7108	1	2	17	3	2	80	0	6	2	1	5	4	1	4
Ind837	Yes	29	1	408	1	23	1	1	1	1165	4	2	45	2	3	1	1	2	7336	11162	1	2	13	3	1	80	1	11	3	1	11	8	3	10
Ind838	No	40	2	593	2	9	4	2	1	1166	2	2	88	3	3	8	3	1	13499	13782	9	2	17	3	3	80	0	20	3	2	18	7	2	13
Ind839	Yes	42	2	481	1	12	3	1	1	1167	3	1	44	3	4	1	1	1	13758	2447	0	1	12	3	2	80	0	22	2	2	21	9	13	14
Ind840	No	42	1	647	1	4	4	3	1	1171	2	1	45	3	2	1	1	1	5155	2253	7	2	13	3	4	80	0	9	3	4	6	4	1	5
Ind841	No	35	1	982	2	1	4	2	1	1172	4	1	58	2	1	3	3	2	2258	16340	6	2	12	3	2	80	1	10	2	3	8	0	1	7
Ind842	No	24	1	477	2	24	3	2	1	1173	4	1	49	3	1	3	2	1	3597	6409	8	2	22	4	4	80	0	6	2	3	4	3	1	2
Ind843	Yes	28	1	1485	2	12	1	1	1	1175	3	2	79	3	1	3	4	2	2515	22955	1	1	11	3	4	80	0	1	4	2	1	1	0	0
Ind844	No	26	1	1384	2	3	4	2	1	1177	1	1	82	4	1	3	4	2	4420	13421	1	2	22	4	2	80	1	8	2	3	8	7	0	7
Ind845	No	30	1	852	1	10	3	3	1	1179	3	1	72	2	2	1	3	2	6578	2706	1	2	18	3	1	80	1	10	3	3	10	3	1	4
Ind846	No	40	2	902	2	26	2	2	1	1180	3	2	92	2	2	2	4	2	4422	21203	3	1	13	3	4	80	1	16	3	1	1	1	0	0
Ind847	No	35	1	819	2	2	3	1	1	1182	3	1	44	2	3	4	2	3	10274	19588	2	2	18	3	2	80	1	15	2	4	7	7	6	4
Ind848	No	34	2	669	2	1	3	2	1	1184	4	1	97	2	2	5	1	1	5343	25755	0	2	20	4	3	80	0	14	3	3	13	9	4	9
Ind849	No	35	2	636	2	4	4	6	1	1185	4	1	47	2	1	3	4	2	2376	26537	1	2	13	3	2	80	1	2	2	4	2	2	2	2
Ind850	Yes	43	1	1372	1	9	3	3	1	1188	1	2	85	1	2	1	3	1	5346	9489	8	2	13	3	2	80	0	7	2	2	4	3	1	3
Ind851	No	32	3	862	1	2	1	1	1	1190	3	2	76	3	1	7	1	3	2827	14947	1	2	12	3	3	80	3	1	3	3	1	0	0	0
Ind852	No	56	1	718	2	4	4	4	1	1191	4	2	92	3	5	6	1	3	19943	18575	4	2	13	3	4	80	1	28	2	3	5	2	4	2
Ind853	No	29	1	1401	2	6	1	2	1	1192	2	2	54	3	1	3	4	2	3131	26342	1	2	13	3	1	80	1	10	5	3	10	8	0	8
Ind854	No	19	1	645	2	9	2	1	1	1193	3	1	54	3	1	2	1	1	2552	7172	1	2	25	4	3	80	0	1	4	3	1	1	0	0
Ind855	No	45	1	1457	2	7	3	2	1	1195	1	2	83	3	1	2	3	2	4477	20100	4	1	19	3	3	80	1	7	2	2	3	2	0	2
Ind856	No	37	1	977	2	1	3	1	1	1196	4	2	56	2	2	4	4	2	6474	9961	1	2	13	3	2	80	1	14	2	2	14	8	3	11
Ind857	No	20	1	805	2	3	3	1	1	1198	1	1	87	2	1	3	3	1	3033	12828	1	2	12	3	1	80	0	2	2	2	2	2	1	2
Ind858	Yes	44	1	1097	2	10	4	1	1	1200	3	1	96	3	1	2	3	1	2936	10826	1	1	11	3	3	80	0	6	4	3	6	4	0	2
Ind859	No	53	1	1223	2	7	2	2	1	1201	4	2	50	3	5	6	3	3	18606	18640	3	2	18	3	2	80	1	26	6	3	7	7	4	7
Ind860	No	29	1	942	2	15	1	1	1	1202	2	2	69	1	1	2	4	2	2168	26933	0	1	18	3	1	80	1	6	2	2	5	4	1	3
Ind861	Yes	22	2	1256	2	3	4	1	1	1203	3	1	48	2	1	2	4	2	2853	4223	0	1	11	3	2	80	1	1	5	3	0	0	0	0
Ind862	No	46	1	1402	1	2	3	3	1	1204	3	2	69	3	4	6	1	2	17048	24097	8	2	23	4	1	80	0	28	2	3	26	15	15	9
Ind863	No	44	3	111	2	17	3	1	1	1206	4	1	74	1	1	2	3	1	2290	4279	2	2	13	3	4	80	0	6	3	3	0	0	0	0
Ind864	No	33	1	147	3	2	3	5	1	1207	2	1	99	3	1	9	3	2	3600	8429	1	2	13	3	4	80	1	5	2	3	5	4	1	4
Ind865	Yes	41	3	906	2	5	2	1	1	1210	1	1	95	2	1	2	1	3	2107	20293	6	2	17	3	1	80	1	5	2	1	1	0	0	0
Ind866	No	30	1	1329	1	29	4	1	1	1211	3	1	61	3	2	1	1	3	4115	13192	8	2	19	3	3	80	3	8	3	3	4	3	0	3
Ind867	No	40	2	1184	1	2	4	2	1	1212	2	1	62	3	2	1	2	2	4327	25440	5	2	12	3	4	80	3	5	2	3	0	0	0	0
Ind868	No	50	2	1421	2	2	3	2	1	1215	4	2	30	3	4	6	1	2	17856	9490	2	2	22	4	3	80	1	32	3	3	2	2	2	2
Ind869	No	28	1	1179	2	19	4	2	1	1216	4	1	78	2	1	3	1	2	3196	12449	1	2	12	3	3	80	3	6	2	3	6	5	3	3
Ind870	No	46	1	1450	2	15	2	1	1	1217	4	1	52	3	5	8	2	2	19081	10849	5	2	11	3	1	80	1	25	2	3	4	2	0	3
Ind871	No	35	1	1361	1	17	4	1	1	1218	3	1	94	3	2	1	1	2	8966	21026	3	1	15	3	4	80	3	15	2	3	7	7	1	7
Ind872	Yes	24	1	984	2	17	2	1	1	1219	4	2	97	3	1	3	2	2	2210	3372	1	2	13	3	1	80	1	1	3	1	1	0	0	0
Ind873	No	33	2	1146	1	25	3	2	1	1220	2	2	82	3	2	1	3	2	4539	4905	1	2	12	3	1	80	1	10	3	2	10	7	0	1
Ind874	No	36	1	917	2	6	4	1	1	1221	3	1	60	1	1	3	3	3	2741	6865	1	2	14	3	3	80	1	7	4	3	7	7	1	7
Ind875	No	30	1	853	2	7	4	1	1	1224	3	1	49	3	2	3	3	3	3491	11309	1	2	13	3	1	80	3	10	4	2	10	7	8	9
Ind876	No	44	1	200	2	29	4	6	1	1225	4	1	32	3	2	2	4	1	4541	7744	1	2	25	4	2	80	0	20	3	3	20	11	13	17
Ind877	No	20	1	654	1	21	3	3	1	1226	3	1	43	4	1	7	4	1	2678	5050	1	2	17	3	4	80	0	2	2	3	2	1	2	2
Ind878	No	46	1	150	2	2	4	4	1	1228	4	1	60	3	2	4	4	3	7379	17433	2	2	11	3	3	80	1	12	3	2	6	3	1	4
Ind879	No	42	3	179	3	2	5	2	1	1231	4	1	79	4	2	9	1	2	6272	12858	7	2	16	3	1	80	1	10	3	4	4	3	0	3
Ind880	No	60	1	696	1	7	4	3	1	1233	2	1	52	4	2	1	4	3	5220	10893	0	1	18	3	2	80	1	12	3	3	11	7	1	9
Ind881	No	32	2	116	2	13	3	6	1	1234	3	2	77	2	1	3	2	2	2743	7331	1	2	20	4	3	80	1	2	2	3	2	2	2	2
Ind882	No	32	2	1316	2	2	2	1	1	1235	4	2	38	3	2	2	3	1	4998	2338	4	1	14	3	4	80	0	10	2	3	8	7	0	7
Ind883	No	36	1	363	2	1	3	4	1	1237	3	2	77	1	3	4	1	3	10252	4235	2	1	21	4	3	80	1	17	2	3	7	7	7	7
Ind884	No	33	1	117	2	9	3	2	1	1238	1	1	60	3	1	2	4	2	2781	6311	0	2	13	3	2	80	1	15	5	3	14	10	4	10
Ind885	No	40	1	107	1	10	3	4	1	1239	2	2	84	2	2	1	2	3	6852	11591	7	2	12	3	2	80	1	7	2	4	5	1	1	3
Ind886	No	25	1	1356	1	10	4	1	1	1240	3	1	57	3	2	1	4	1	4950	20623	0	2	14	3	2	80	0	5	4	3	4	3	1	1
Ind887	No	30	1	1465	2	1	3	2	1	1241	4	1	63	3	1	2	2	2	3579	9369	0	1	21	4	1	80	1	12	2	3	11	9	5	7
Ind888	No	42	2	458	2	26	5	2	1	1242	1	2	60	3	3	8	1	2	13191	23281	3	1	17	3	3	80	0	20	6	3	1	0	0	0
Ind889	No	35	3	1212	1	8	2	3	1	1243	3	2	78	2	3	1	4	2	10377	13755	4	1	11	3	2	80	1	16	6	2	13	2	4	12
Ind890	No	27	1	1103	2	14	3	1	1	1244	1	1	42	3	1	2	1	2	2235	14377	1	1	14	3	4	80	2	9	3	2	9	7	6	8
Ind891	No	54	2	966	2	1	4	1	1	1245	4	2	53	3	3	4	3	3	10502	9659	7	2	17	3	1	80	1	33	2	1	5	4	1	4
Ind892	No	44	1	1117	2	2	1	1	1	1246	1	2	72	4	1	2	4	2	2011	19982	1	2	13	3	4	80	1	10	5	3	10	5	7	7
Ind893	Yes	19	3	504	2	10	3	2	1	1248	1	2	96	2	1	2	2	1	1859	6148	1	1	25	4	2	80	0	1	2	4	1	1	0	0
Ind894	No	29	1	1010	2	1	3	1	1	1249	1	2	97	3	1	2	4	3	3760	5598	1	2	15	3	1	80	3	3	5	3	3	2	1	2
Ind895	No	54	1	685	2	3	3	1	1	1250	4	1	85	3	4	8	4	2	17779	23474	3	2	14	3	1	80	0	36	2	3	10	9	0	9
Ind896	No	31	1	1332	2	11	2	2	1	1251	3	1	80	3	2	5	1	2	6833	17089	1	1	12	3	4	80	0	6	2	2	6	5	0	1
Ind897	No	31	1	1062	2	24	3	2	1	1252	3	2	96	2	2	5	1	1	6812	17198	1	2	19	3	2	80	0	10	2	3	10	9	1	8
Ind898	No	59	1	326	1	3	3	1	1	1254	3	2	48	2	2	1	4	1	5171	16490	5	2	17	3	4	80	0	13	2	3	6	1	0	5
